Median Home Value,Median Household Income,Zip Code
182600,39934,96080
117500,29519,96085
222400,32688,96086
215800,46045,96088
341500,36806,96091
200200,42857,96094
257800,56250,96096
191600,29443,96097
167000,37148,96101
339900,58090,96103
211500,34779,96104
269300,43208,96105
209900,56719,96107
,,96108
166000,34313,96109
160400,24545,96112
229500,71786,96114
159000,38482,96115
328600,60375,96117
146600,42264,96118
337300,58611,96120
245500,72143,96121
182500,40313,96122
,,96123
341700,30893,96124
343900,120781,96125
,,96126
277300,67986,96128
224100,48977,96129
181900,54372,96130
58600,24167,96132
,28257,96133
134400,34934,96134
541700,81607,96136
266100,46463,96137
756600,52333,96146
353200,46859,96150
462800,67750,96161
